iter	RMSE
449	14.03660199
450	14.0280408
451	14.02141945
452	14.0109269
453	13.99550584
454	13.97443575
455	13.9554029
456	13.93956417
457	13.92684503
458	13.90600329
459	13.89722427
460	13.88989095
461	13.87444776
462	13.86802794
463	13.8567697
464	13.85148354
465	13.84129084
466	13.83476119
467	13.822827
468	13.81360862
469	13.79763474
470	13.78357152
471	13.77609467
472	13.75745094
473	13.74740639
474	13.73256088
475	13.71068933
476	13.69121772
477	13.68554264
478	13.66397986
479	13.65248262
480	13.64773086
481	13.63791862
482	13.61904751
483	13.60741623
484	13.5971415
485	13.58726095
486	13.56861149
487	13.56019128
488	13.55356355
489	13.54124319
490	13.52747955
491	13.51221116
492	13.5053599
493	13.50037646
494	13.49103764
495	13.484085
496	13.47199683
497	13.45835651
498	13.44670294
499	13.43538936
500	13.42183044
501	13.41451397
502	13.40276651
503	13.39938338
504	13.37842362
505	13.37572944
506	13.3698415
507	13.35312341
508	13.3453274
509	13.33491445
510	13.32257134
511	13.31240727
512	13.3066783
513	13.30134809
514	13.29435323
515	13.28484827
516	13.27968362
517	13.27446973
518	13.25960821
519	13.24642645
520	13.23472174
521	13.22577445
522	13.21697434
523	13.202657
524	13.18919046
525	13.18362882
526	13.18093774
527	13.17203533
528	13.16120395
529	13.14623783
530	13.14113117
531	13.1278363
532	13.10085684
533	13.09235842
534	13.08621061
535	13.0745339
536	13.0595907
537	13.05562415
538	13.04553112
539	13.03229073
540	13.01838139
541	13.00511583
542	12.99592065
543	12.98317297
544	12.97708957
545	12.97231645
546	12.96231736
547	12.95339
548	12.94626352
549	12.93556973
550	12.91738013
551	12.90645775
552	12.90170775
553	12.88057292
554	12.86647527
555	12.857475
556	12.84745058
557	12.84059286
558	12.83086951
559	12.8277723
560	12.82119812
561	12.81258022
562	12.81048968
563	12.79170748
564	12.77802481
565	12.76602247
566	12.74858137
567	12.73283852
568	12.72418433
569	12.7199409
570	12.70956917
571	12.70813496
572	12.70098553
573	12.68892194
574	12.68286263
575	12.66617822
576	12.64984528
577	12.63948267
578	12.63297114
579	12.61336468
580	12.60215904
581	12.59686844
582	12.58964647
583	12.57816004
584	12.55530451
585	12.54755868
586	12.54229247
587	12.53662252
588	12.5259386
589	12.52034518
590	12.51245177
591	12.50060261
592	12.4881778
593	12.48277452
594	12.4775135
595	12.46659682
596	12.4558965
597	12.44801395
598	12.44154905
599	12.43582708
600	12.42253217
601	12.41370377
602	12.39897467
603	12.38665951
604	12.37473033
605	12.36312515
606	12.35338183
607	12.3496196
608	12.33857152
609	12.33603461
610	12.33058945
611	12.31479777
612	12.30206129
613	12.29174116
614	12.28340376
615	12.27750904
616	12.26705547
617	12.25670694
618	12.24065527
619	12.2361246
620	12.22273624
621	12.21080072
622	12.20435779
623	12.19361542
624	12.18103545
625	12.167764
626	12.16063477
627	12.15391718
628	12.1497553
629	12.14188945
630	12.13348151
631	12.12419742
632	12.11551509
633	12.10889959
634	12.10465226
635	12.09990124
636	12.09040486
637	12.0787543
638	12.07364298
639	12.056925
640	12.04468313
641	12.03048799
642	12.02037272
643	12.00549075
644	12.0003298
645	11.99515338
646	11.98643867
647	11.97185333
648	11.95648897
649	11.94816066
650	11.94199305
651	11.92347041
652	11.91739787
653	11.91367856
654	11.90616373
655	11.89416724
656	11.87953474
657	11.87186806
658	11.86055758
659	11.85583545
660	11.85386452
661	11.84457774
662	11.83204767
663	11.82657986
664	11.82351811
665	11.81808619
666	11.80819854
667	11.79949062
668	11.78517147
669	11.77871229
670	11.77268184
671	11.76566941
672	11.75676551
673	11.74657034
674	11.73606326
675	11.7274253
676	11.71417209
677	11.70631955
678	11.68853368
679	11.68377014
680	11.68095518
681	11.66896869
682	11.66214397
683	11.65404236
684	11.64407081
685	11.63460046
686	11.62139207
687	11.6140611
688	11.60180786
689	11.59684437
690	11.59556482
691	11.58481692
692	11.57726199
693	11.56705385
694	11.54732711
695	11.53906454
696	11.52172217
697	11.51693316
698	11.51384951
699	11.50237889
700	11.49763925
701	11.49477504
702	11.49080644
703	11.48605594
704	11.47861062
705	11.46826156
706	11.46368983
707	11.44378844
708	11.44074213
709	11.43383915
710	11.41950921
711	11.40848992
712	11.40128104
713	11.39473959
714	11.38031952
715	11.37360103
716	11.3712304
717	11.36303573
718	11.35391597
719	11.34553565
720	11.33991636
721	11.32773377
722	11.31862783
723	11.31153837
724	11.29995394
725	11.29110775
726	11.28784876
727	11.27588275
728	11.26442646
729	11.26040587
730	11.24973874
731	11.23985295
732	11.23314243
733	11.22948203
734	11.22152703
735	11.21731369
736	11.2022188
737	11.18851857
738	11.18301657
739	11.17544653
740	11.16875898
741	11.15943261
742	11.15388601
743	11.14181845
744	11.13307431
745	11.1213351
746	11.11427436
747	11.1081488
748	11.09617017
749	11.09065743
750	11.08593037
751	11.07837557
752	11.07055519
753	11.05556572
754	11.04879118
755	11.04497955
756	11.04348423
757	11.03113901
758	11.01648345
759	11.00294987
760	10.99881866
761	10.99608925
762	10.98636318
763	10.97413382
764	10.96432847
765	10.95078493
766	10.9332635
767	10.92091153
768	10.90713228
769	10.89547917
770	10.89076957
771	10.88812506
772	10.88100744
773	10.87202295
774	10.86604709
775	10.85411311
776	10.84500819
777	10.83091039
778	10.82666132
779	10.82144167
780	10.81054667
781	10.79955905
782	10.78553345
783	10.78052563
784	10.77331447
785	10.76176198
786	10.74807009
787	10.74379158
788	10.73419339
789	10.72053165
790	10.71597187
791	10.71445037
792	10.70767827
793	10.7026587
794	10.69349989
795	10.68313412
796	10.66626281
797	10.66001524
798	10.64985167
799	10.64325539
800	10.63836589
801	10.6291964
802	10.62122374
803	10.61692745
804	10.61333711
805	10.60637597
806	10.59012546
807	10.58153755
808	10.57056764
809	10.56452118
810	10.55934328
811	10.55094057
812	10.5386604
813	10.53430496
814	10.52899284
815	10.52239415
816	10.51512856
817	10.49885918
818	10.49235109
819	10.48423077
820	10.47690875
821	10.47093593
822	10.46048817
823	10.45802743
824	10.44586717
825	10.43675075
826	10.43490019
827	10.42617996
828	10.41343269
829	10.4056124
830	10.39948976
831	10.39428523
832	10.39100997
833	10.38308829
834	10.37731615
835	10.37347943
836	10.3673306
837	10.35378136
838	10.34479886
839	10.3375832
840	10.32590979
841	10.32037467
842	10.31743409
843	10.3067703
844	10.29532889
845	10.29187589
846	10.28546063
847	10.28011739
848	10.27182455
849	10.26575232
850	10.2611758
851	10.24556336
852	10.23782813
853	10.23070961
854	10.22298422
855	10.21437529
856	10.19916378
857	10.19519432
858	10.19147883
859	10.18603257
860	10.17806113
861	10.17330726
862	10.1680734
863	10.15578802
864	10.14969623
865	10.14609523
866	10.14509698
867	10.14141718
868	10.13559121
869	10.12730171
870	10.12044397
871	10.1111757
872	10.10591811
873	10.09597841
874	10.08158326
875	10.07315931
876	10.07069068
877	10.06694283
878	10.05909403
879	10.05121681
880	10.04539884
881	10.04261784
882	10.04010236
883	10.03022285
884	10.02241266
885	10.01262557
886	10.00248776
887	9.99361795
888	9.987775902
889	9.980172971
890	9.975746236
891	9.972945991
892	9.967946057
893	9.960740016
894	9.950350371
895	9.941987603
896	9.936549674
897	9.923759637
898	9.917707415
899	9.907063114
900	9.90522581
901	9.891591616
902	9.887729026
903	9.871938029
904	9.870101777
905	9.864354515
906	9.856298425
907	9.848106636
908	9.837980301
909	9.829114114
910	9.823429489
911	9.820377297
912	9.817271224
913	9.812657506
914	9.806246937
915	9.799356925
916	9.791286408
917	9.787761938
918	9.784482281
919	9.77317941
920	9.765527221
921	9.760687249
922	9.753040757
923	9.746232644
924	9.740058649
925	9.734715172
926	9.729393963
927	9.724443121
928	9.720741372
929	9.717011952
930	9.708621257
931	9.699521254
932	9.693665891
933	9.684179975
934	9.681380991
935	9.676206944
936	9.670596543
937	9.668581982
938	9.663099873
939	9.658753508
940	9.656852933
941	9.646731866
942	9.63741778
943	9.632110208
944	9.623412049
945	9.617726492
946	9.610838591
947	9.60760248
948	9.602509588
949	9.599190674
950	9.589183801
951	9.585257982
952	9.5777295
953	9.570489775
954	9.569117285
955	9.561117194
956	9.552019227
957	9.545051624
958	9.539974464
959	9.536947918
960	9.531551355
961	9.519254486
962	9.51057874
963	9.50448428
964	9.498882924
965	9.49312723
966	9.491201567
967	9.485743548
968	9.479747316
969	9.474169372
970	9.473397812
971	9.463031533
972	9.456641845
973	9.449727024
974	9.444657794
975	9.441465048
976	9.436430399
977	9.432795353
978	9.425783234
979	9.419951716
980	9.41697605
981	9.412048148
982	9.408423719
983	9.397903378
984	9.393994002
985	9.384134141
986	9.381895018
987	9.368277364
988	9.357270793
989	9.354048902
990	9.349206574
991	9.344837914
992	9.337076426
993	9.329816257
994	9.32720262
995	9.322714495
996	9.317580499
997	9.310435641
998	9.306836996
999	9.30509427
